"Timestamp","Username","Total score","Document","Document [Score]","Document [Feedback]","Token","Token [Score]","Token [Feedback]","Guessed name","Guessed name [Score]","Guessed name [Feedback]","Guessed characteristics","Guessed characteristics [Score]","Guessed characteristics [Feedback]"
"2019/06/17 6:41:32 pm EET","student1","0.00 / 2","student1-2019-03-14-question-223.html","-- / 0","","_GE86_","-- / 0","","God","-- / 1","","","-- / 1",""
"2019/06/17 6:44:49 pm EET","student1","0.00 / 2","student1-2019-03-14-question-203.html","-- / 0","","_GI72_","-- / 0","","approval","-- / 1","","","-- / 1",""
"2019/06/17 6:47:31 pm EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_NIE_ _ME_","-- / 0","","NA","-- / 1","","politician","-- / 1",""
"2019/06/17 6:49:18 pm EET","student1","0.00 / 2","student1-2019-03-14-question-078.html","-- / 0","","_DAS45_","-- / 0","","NA","-- / 1","","a past presidential candidate","-- / 1",""
"2019/06/17 6:54:27 pm EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_TRIE34_","-- / 0","","NA","-- / 1","","a fund","-- / 1",""
"2019/06/17 6:55:30 pm EET","student3","0.00 / 2","student3-2019-03-29-question-167.html","-- / 0","","_PHOO_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/17 6:55:56 pm EET","student3","0.00 / 2","student3-2019-03-29-question-167.html","-- / 0","","_NE_","-- / 0","","NA","-- / 1","","US state","-- / 1",""
"2019/06/17 6:56:53 pm EET","student3","0.00 / 2","student3-2019-03-29-question-013.html","-- / 0","","_DIEC_ _THU_","-- / 0","","NA","-- / 1","","a sport stadium","-- / 1",""
"2019/06/17 6:57:25 pm EET","student3","0.00 / 2","student3-2019-03-29-question-017.html","-- / 0","","_QUY78_","-- / 0","","NA","-- / 1","","US car manufacturer","-- / 1",""
"2019/06/17 6:59:36 pm EET","student3","0.00 / 2","student3-2019-03-29-question-247.html","-- / 0","","_SHE3_","-- / 0","","Taiwan","-- / 1","","country or city","-- / 1",""
"2019/06/17 7:01:29 pm EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_JE_ _BOO85_","-- / 0","","NA","-- / 1","","last name","-- / 1",""
"2019/06/17 7:03:11 pm EET","student3","0.00 / 2","student3-2019-03-29-question-028.html","-- / 0","","_DIM68_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/17 7:04:40 pm EET","student3","0.00 / 2","student3-2019-03-29-question-107.html","-- / 0","","_POO75_","-- / 0","","devil","-- / 1","","something/someone considered bad","-- / 1",""
"2019/06/17 7:05:28 pm EET","student3","0.00 / 2","student3-2019-03-29-question-017.html","-- / 0","","_SIENG21_","-- / 0","","NA","-- / 1","","division of a car manufacturer","-- / 1",""
"2019/06/17 7:32:57 pm EET","student3","0.00 / 2","student3-2019-03-29-question-247.html","-- / 0","","_JIK78_ _DE16_","-- / 0","","NA","-- / 1","","town","-- / 1",""
"2019/06/17 7:33:26 pm EET","student3","0.00 / 2","student3-2019-03-29-question-062.html","-- / 0","","_MO43_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/17 7:34:10 pm EET","student3","0.00 / 2","student3-2019-03-29-question-118.html","-- / 0","","_KEK54_","-- / 0","","NA","-- / 1","","London metro station","-- / 1",""
"2019/06/17 7:34:52 pm EET","student3","0.00 / 2","student3-2019-03-29-question-086.html","-- / 0","","_WIET_","-- / 0","","NA","-- / 1","","company","-- / 1",""
"2019/06/17 7:36:16 pm EET","student3","0.00 / 2","student3-2019-03-29-question-237.html","-- / 0","","_NE57_ _WO_","-- / 0","","NA","-- / 1","","place or orgaqnisation","-- / 1",""
"2019/06/17 7:38:16 pm EET","student3","0.00 / 2","student3-2019-03-29-question-028.html","-- / 0","","_SI93_","-- / 0","","NA","-- / 1","","political party","-- / 1",""
"2019/06/17 7:38:53 pm EET","student3","0.00 / 2","student3-2019-03-29-question-001.html","-- / 0","","_GOG_","-- / 0","","Taiwan","-- / 1","","country","-- / 1",""
"2019/06/17 7:39:42 pm EET","student3","0.00 / 2","student3-2019-03-29-question-177.html","-- / 0","","_DA70_","-- / 0","","NA","-- / 1","","company or business person","-- / 1",""
"2019/06/17 7:40:46 pm EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_XE_","-- / 0","","NA","-- / 1","","political organisation","-- / 1",""
"2019/06/17 7:41:18 pm EET","student3","0.00 / 2","student3-2019-03-29-question-103.html","-- / 0","","_BO_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/17 7:42:00 pm EET","student3","0.00 / 2","student3-2019-03-29-question-011.html","-- / 0","","_DI40_","-- / 0","","NA","-- / 1","","governmental institution","-- / 1",""
"2019/06/17 7:42:34 pm EET","student3","0.00 / 2","student3-2019-03-29-question-011.html","-- / 0","","_SHA_","-- / 0","","NA","-- / 1","","US president","-- / 1",""
"2019/06/17 7:43:11 pm EET","student3","0.00 / 2","student3-2019-03-29-question-067.html","-- / 0","","_WEAD_","-- / 0","","NA","-- / 1","","country or town","-- / 1",""
"2019/06/17 8:22:11 pm EET","student1","0.00 / 2","student1-2019-03-14-question-118.html","-- / 0","","_HEE38_","-- / 0","","NA","-- / 1","","Taiwanese historian","-- / 1",""
"2019/06/17 8:24:00 pm EET","student1","0.00 / 2","student1-2019-03-14-question-230.html","-- / 0","","_FEEK1_ _WU86_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/17 8:28:25 pm EET","student1","0.00 / 2","student1-2019-03-14-question-132.html","-- / 0","","_DIEC_ _THU_","-- / 0","","NA","-- / 1","","ballpark stadium","-- / 1",""
"2019/06/17 8:39:14 pm EET","student1","0.00 / 2","student1-2019-03-14-question-170.html","-- / 0","","_KE51_","-- / 0","","NA","-- / 1","","country","-- / 1",""
"2019/06/17 8:43:49 pm EET","student1","0.00 / 2","student1-2019-03-14-question-021.html","-- / 0","","_CO0_ _JI77_","-- / 0","","NA","-- / 1","","a scandolous video","-- / 1",""
"2019/06/17 8:47:38 pm EET","student1","0.00 / 2","student1-2019-03-14-question-132.html","-- / 0","","_DU_ _LEES40_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/17 10:07:47 pm EET","student1","0.00 / 2","student1-2019-03-14-question-147.html","-- / 0","","_DIM68_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/17 10:11:05 pm EET","student1","0.00 / 2","student1-2019-03-14-question-226.html","-- / 0","","_POO75_","-- / 0","","NA","-- / 1","","a type of group","-- / 1",""
"2019/06/17 10:13:52 pm EET","student1","0.00 / 2","student1-2019-03-14-question-042.html","-- / 0","","_SHY_ _SIE5_","-- / 0","","NA","-- / 1","","news reporter","-- / 1",""
"2019/06/17 10:15:27 pm EET","student1","0.00 / 2","student1-2019-03-14-question-011.html","-- / 0","","_RE_","-- / 0","","NA","-- / 1","","top jockey player","-- / 1",""
"2019/06/17 10:29:10 pm EET","student1","0.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_DIE_ _LE55_","-- / 0","","NA","-- / 1","","former national security advisor","-- / 1",""
"2019/06/18 9:09:22 am EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_KOO_ _CIE_ _PHEE33_ _TO13_","-- / 0","","NA","-- / 1","","a county","-- / 1",""
"2019/06/18 9:24:59 am EET","student1","0.00 / 2","student1-2019-03-14-question-247.html","-- / 0","","_QUU_ _GOO_","-- / 0","","NA","-- / 1","","region of China","-- / 1",""
"2019/06/18 9:26:38 am EET","student1","0.00 / 2","student1-2019-03-14-question-203.html","-- / 0","","_TAP_","-- / 0","","NA","-- / 1","","a month","-- / 1",""
"2019/06/18 9:30:45 am EET","student1","0.00 / 2","student1-2019-03-14-question-096.html","-- / 0","","_CEEN33_","-- / 0","","NA","-- / 1","","area not on Taiwan mainland","-- / 1",""
"2019/06/18 9:36:12 am EET","student1","0.00 / 2","student1-2019-03-14-question-230.html","-- / 0","","_PHEAM_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/19 12:01:58 am EET","student1","0.00 / 2","student1-2019-03-14-question-136.html","-- / 0","","_HIL_","-- / 0","","NA","-- / 1","","car maker company","-- / 1",""
"2019/06/19 12:04:03 am EET","student1","0.00 / 2","student1-2019-03-14-question-028.html","-- / 0","","_SEA_","-- / 0","","NA","-- / 1","","an interviewee","-- / 1",""
"2019/06/19 12:14:37 am EET","student1","0.00 / 2","student1-2019-03-14-question-078.html","-- / 0","","_ZE83_ _ZEANG_","-- / 0","","NA","-- / 1","","losing political candidate","-- / 1",""
"2019/06/19 12:23:27 am EET","student1","0.00 / 2","student1-2019-03-14-question-222.html","-- / 0","","_ZE16_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/19 8:21:26 am EET","student1","0.00 / 2","student1-2019-03-14-question-170.html","-- / 0","","_LEA_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/19 8:24:09 am EET","student1","0.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_CHAD_ _ZEC85_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/19 8:25:07 am EET","student1","0.00 / 2","student1-2019-03-14-question-049.html","-- / 0","","_DA_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/19 8:25:46 am EET","student1","0.00 / 2","student1-2019-03-14-question-001.html","-- / 0","","_PHY_ _THING_","-- / 0","","Taiwan","-- / 1","","","-- / 1",""
"2019/06/19 3:16:43 pm EET","student1","0.00 / 2","student1-2019-03-14-question-186.html","-- / 0","","_WEAD_","-- / 0","","NA","-- / 1","","place","-- / 1",""
"2019/06/19 3:17:37 pm EET","student1","0.00 / 2","student1-2019-03-14-question-250.html","-- / 0","","_PIE64_","-- / 0","","NA","-- / 1","","organization","-- / 1",""
"2019/06/20 9:58:30 am EET","student1","0.00 / 2","student1-2019-03-14-question-130.html","-- / 0","","_ZE83_ _DAS45_","-- / 0","","NA","-- / 1","","President","-- / 1",""
"2019/06/20 9:59:53 am EET","student1","0.00 / 2","student1-2019-03-14-question-203.html","-- / 0","","_PHOL63_","-- / 0","","NA","-- / 1","","somewhere in Israel","-- / 1",""
"2019/06/20 10:00:53 am EET","student1","0.00 / 2","student1-2019-03-14-question-009.html","-- / 0","","_CEE_ _SE_","-- / 0","","NA","-- / 1","","News Broadcasting Program","-- / 1",""
"2019/06/20 10:02:10 am EET","student1","0.00 / 2","student1-2019-03-14-question-205.html","-- / 0","","_WIET_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/20 10:06:30 am EET","student1","0.00 / 2","student1-2019-03-14-question-186.html","-- / 0","","_GE86_","-- / 0","","God","-- / 1","","","-- / 1",""
"2019/06/20 10:07:45 am EET","student1","0.00 / 2","student1-2019-03-14-question-096.html","-- / 0","","_PACH_","-- / 0","","NA","-- / 1","","school director","-- / 1",""
"2019/06/20 10:09:37 am EET","student1","0.00 / 2","student1-2019-03-14-question-097.html","-- / 0","","_WOO_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/20 10:10:59 am EET","student1","0.00 / 2","student1-2019-03-14-question-108.html","-- / 0","","_PHE_","-- / 0","","NA","-- / 1","","place","-- / 1",""
"2019/06/20 10:57:06 am EET","student1","0.00 / 2","student1-2019-03-14-question-130.html","-- / 0","","_QUOR48_ _MA47_","-- / 0","","NA","-- / 1","","an official legal document","-- / 1",""
"2019/06/20 11:01:01 am EET","student1","0.00 / 2","student1-2019-03-14-question-250.html","-- / 0","","_CHE14_ _XU95_ _TRAD65_","-- / 0","","NA","-- / 1","","a female person","-- / 1",""
"2019/06/20 11:49:37 pm EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_ME_","-- / 0","","NA","-- / 1","","presidential candidate","-- / 1",""
"2019/06/20 11:51:43 pm EET","student1","0.00 / 2","student1-2019-03-14-question-097.html","-- / 0","","_PACH_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/20 11:52:42 pm EET","student1","0.00 / 2","student1-2019-03-14-question-222.html","-- / 0","","_BO_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/20 11:55:33 pm EET","student1","0.00 / 2","student1-2019-03-14-question-021.html","-- / 0","","_PA91_","-- / 0","","NA","-- / 1","","author","-- / 1",""
"2019/06/20 11:57:11 pm EET","student1","0.00 / 2","student1-2019-03-14-question-250.html","-- / 0","","_ZE16_ _HEA_","-- / 0","","NA","-- / 1","","female journalist","-- / 1",""
"2019/06/20 11:58:44 pm EET","student1","0.00 / 2","student1-2019-03-14-question-082.html","-- / 0","","_TIET_","-- / 0","","NA","-- / 1","","place","-- / 1",""
"2019/06/21 7:06:44 am EET","student1","0.00 / 2","student1-2019-03-14-question-226.html","-- / 0","","_JYCH_","-- / 0","","NA","-- / 1","","place","-- / 1",""
"2019/06/21 7:08:25 am EET","student1","0.00 / 2","student1-2019-03-14-question-073.html","-- / 0","","_TROO46_","-- / 0","","NA","-- / 1","","African city","-- / 1",""
"2019/06/21 7:12:45 am EET","student1","0.00 / 2","student1-2019-03-14-question-082.html","-- / 0","","_PO_ _MEG29_","-- / 0","","NA","-- / 1","","politician","-- / 1",""
"2019/06/21 7:15:16 am EET","student1","0.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_PHIEN_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/21 7:16:44 am EET","student1","0.00 / 2","student1-2019-03-14-question-120.html","-- / 0","","_GOG_","-- / 0","","Taiwan","-- / 1","","","-- / 1",""
"2019/06/21 7:18:52 am EET","student1","0.00 / 2","student1-2019-03-14-question-042.html","-- / 0","","_WEAD_","-- / 0","","NA","-- / 1","","place","-- / 1",""
"2019/06/21 7:20:08 am EET","student1","0.00 / 2","student1-2019-03-14-question-118.html","-- / 0","","_JEES4_ _JEE58_","-- / 0","","NA","-- / 1","","male person","-- / 1",""
"2019/06/21 7:20:53 am EET","student1","0.00 / 2","student1-2019-03-14-question-118.html","-- / 0","","_CEEN33_","-- / 0","","Taiwan","-- / 1","","","-- / 1",""
"2019/06/22 11:46:46 am EET","student1","0.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_NE_ _TROO_","-- / 0","","NA","-- / 1","","government organization","-- / 1",""
"2019/06/22 11:48:49 am EET","student1","0.00 / 2","student1-2019-03-14-question-222.html","-- / 0","","_RIEC_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/22 11:58:17 am EET","student1","0.00 / 2","student1-2019-03-14-question-097.html","-- / 0","","_CEEN33_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/22 11:59:45 am EET","student1","0.00 / 2","student1-2019-03-14-question-181.html","-- / 0","","_MO43_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/22 12:03:40 pm EET","student1","0.00 / 2","student1-2019-03-14-question-136.html","-- / 0","","_FEAD42_","-- / 0","","NA","-- / 1","","car maker","-- / 1",""
"2019/06/22 12:08:02 pm EET","student1","0.00 / 2","student1-2019-03-14-question-092.html","-- / 0","","_KOO3_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/22 3:50:22 pm EET","student1","0.00 / 2","student1-2019-03-14-question-073.html","-- / 0","","_ZE83_ _SHA_","-- / 0","","NA","-- / 1","","political leader","-- / 1",""
"2019/06/22 3:51:44 pm EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_RUX74_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/22 3:53:37 pm EET","student1","0.00 / 2","student1-2019-03-14-question-222.html","-- / 0","","_MIECH_","-- / 0","","NA","-- / 1","","male person","-- / 1",""
"2019/06/22 3:55:19 pm EET","student1","0.00 / 2","student1-2019-03-14-question-170.html","-- / 0","","_NY_ _WOON96_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/22 3:56:54 pm EET","student1","0.00 / 2","student1-2019-03-14-question-136.html","-- / 0","","_QUY78_","-- / 0","","NA","-- / 1","","car maker","-- / 1",""
"2019/06/22 3:58:20 pm EET","student1","0.00 / 2","student1-2019-03-14-question-108.html","-- / 0","","_ZE83_ _LEE_","-- / 0","","NA","-- / 1","","president","-- / 1",""
"2019/06/22 4:00:02 pm EET","student1","0.00 / 2","student1-2019-03-14-question-118.html","-- / 0","","_HEE38_ _FIEM_","-- / 0","","NA","-- / 1","","male historian","-- / 1",""
"2019/06/22 11:53:36 pm EET","student1","0.00 / 2","student1-2019-03-14-question-147.html","-- / 0","","_WOG_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/22 11:59:57 pm EET","student1","0.00 / 2","student1-2019-03-14-question-181.html","-- / 0","","_SYC_ _KUG5_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 12:02:51 am EET","student1","0.00 / 2","student1-2019-03-14-question-130.html","-- / 0","","_SHA_","-- / 0","","NA","-- / 1","","president's last name","-- / 1",""
"2019/06/23 12:04:48 am EET","student1","0.00 / 2","student1-2019-03-14-question-030.html","-- / 0","","_FEEF_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/23 12:06:29 am EET","student1","0.00 / 2","student1-2019-03-14-question-144.html","-- / 0","","_SOO83_","-- / 0","","NA","-- / 1","","business organization","-- / 1",""
"2019/06/23 12:07:20 am EET","student1","0.00 / 2","student1-2019-03-14-question-247.html","-- / 0","","_KES93_ _GOO_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/23 12:08:48 am EET","student1","0.00 / 2","student1-2019-03-14-question-034.html","-- / 0","","_SHIEC_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/23 12:12:29 am EET","student1","0.00 / 2","student1-2019-03-14-question-017.html","-- / 0","","_PHEER59_ _HEX_","-- / 0","","NA","-- / 1","","female celebrity","-- / 1",""
"2019/06/23 12:14:01 am EET","student1","0.00 / 2","student1-2019-03-14-question-230.html","-- / 0","","_PHEAM_ _KE_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/23 12:49:40 am EET","student1","0.00 / 2","student1-2019-03-14-question-082.html","-- / 0","","_KE85_","-- / 0","","NA","-- / 1","","country","-- / 1",""
"2019/06/23 12:52:21 am EET","student1","0.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_HA_ _SHY_","-- / 0","","NA","-- / 1","","ex-FBI director","-- / 1",""
"2019/06/23 9:00:43 am EET","student1","0.00 / 2","student1-2019-03-14-question-073.html","-- / 0","","_THUP_","-- / 0","","NA","-- / 1","","country","-- / 1",""
"2019/06/23 9:03:37 am EET","student1","0.00 / 2","student1-2019-03-14-question-147.html","-- / 0","","_SI93_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 9:05:09 am EET","student1","0.00 / 2","student1-2019-03-14-question-247.html","-- / 0","","_ZO53_ _GOO_","-- / 0","","NA","-- / 1","","area","-- / 1",""
"2019/06/23 9:07:00 am EET","student1","0.00 / 2","student1-2019-03-14-question-186.html","-- / 0","","_MEE_","-- / 0","","NA","-- / 1","","religious leader","-- / 1",""
"2019/06/23 9:21:49 am EET","student1","0.00 / 2","student1-2019-03-14-question-038.html","-- / 0","","_PHOX25_ _CEE_","-- / 0","","NA","-- / 1","","organization","-- / 1",""
"2019/06/23 9:25:01 am EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_DIM68_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/23 9:31:45 am EET","student1","0.00 / 2","student1-2019-03-14-question-226.html","-- / 0","","_TROOK27_","-- / 0","","God","-- / 1","","","-- / 1",""
"2019/06/23 9:38:00 am EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_SEEK_","-- / 0","","NA","-- / 1","","NA","-- / 1",""